date,open,high,low,close,volume,dollar_volume,trade_count,sources
2011-09-21,0.160000,0.200000,0.160000,0.200000,4700,940.00,2,local-cache
2011-09-23,0.220000,0.220000,0.220000,0.220000,1000,220.00,1,local-cache
2011-09-26,0.200000,0.200000,0.200000,0.200000,2100,420.00,1,local-cache
2011-09-27,0.200000,0.200000,0.200000,0.200000,4727,945.40,1,local-cache
2011-09-28,0.200000,0.200000,0.200000,0.200000,1100,220.00,2,local-cache
2011-09-30,0.200000,0.200000,0.200000,0.200000,71000,14200.00,5,local-cache
2011-10-03,0.200000,0.240000,0.200000,0.240000,677979,162714.96,12,local-cache
2011-10-04,0.250000,0.280000,0.220000,0.220000,41700,9174.00,3,local-cache
2011-10-10,0.290000,0.290000,0.170000,0.170000,12000,2040.00,2,local-cache
2011-10-11,0.280000,0.280000,0.230000,0.230000,19000,4370.00,3,local-cache
2011-10-12,0.299000,0.300000,0.290000,0.300000,21000,6300.00,7,local-cache
2011-10-13,0.290000,0.290000,0.290000,0.290000,3700,1073.00,1,local-cache
2011-10-14,0.290000,0.290000,0.290000,0.290000,2000,580.00,1,local-cache
2011-10-17,0.275000,0.275000,0.241000,0.270000,29200,7884.00,5,local-cache
2011-10-18,0.270000,0.270000,0.241000,0.270000,11850,3199.50,4,local-cache
2011-10-19,0.270000,0.270000,0.270000,0.270000,5000,1350.00,1,local-cache
